sample_id,species,relative_abundance,data_source,kefir type,group
TG_ID113_WL_T6_S118,Lentilactobacillus hilgardii,3.09201,This study,WL,water
TG_ID115_MG_T1_S93,Klebsiella grimontii,32.5492,This study,MG,milk
TG_ID115_MG_T1_S93,Klebsiella grimontii,32.5492,This study,MG,milk
TG_ID115_MG_T1_S93,Klebsiella grimontii,32.5492,This study,MG,milk
TG_ID115_MG_T1_S93,Klebsiella grimontii,32.5492,This study,MG,milk
TG_ID115_MG_T2_S94,Klebsiella grimontii,36.9031,This study,MG,milk
TG_ID115_MG_T2_S94,Klebsiella grimontii,36.9031,This study,MG,milk
TG_ID115_MG_T2_S94,Klebsiella grimontii,36.9031,This study,MG,milk
TG_ID115_MG_T2_S94,Klebsiella grimontii,36.9031,This study,MG,milk
TG_ID115_MG_T3_S95,Klebsiella grimontii,27.4385,This study,MG,milk
TG_ID115_MG_T3_S95,Klebsiella grimontii,27.4385,This study,MG,milk
TG_ID115_MG_T3_S95,Klebsiella grimontii,27.4385,This study,MG,milk
TG_ID115_MG_T3_S95,Klebsiella grimontii,27.4385,This study,MG,milk
TG_ID115_MG_T4_S96,Pseudomonas putida,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Pseudomonas putida,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Pseudomonas putida,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Pseudomonas putida,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Stutzerimonas stutzeri,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Stutzerimonas stutzeri,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Stutzerimonas stutzeri,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Stutzerimonas stutzeri,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella oxytoca,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella oxytoca,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella oxytoca,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella oxytoca,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Streptococcus thermophilus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Streptococcus thermophilus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Streptococcus thermophilus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Streptococcus thermophilus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium tumefaciens,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium tumefaciens,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium tumefaciens,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium tumefaciens,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Escherichia fergusonii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Escherichia fergusonii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Escherichia fergusonii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Escherichia fergusonii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Anaerostipes caccae,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Anaerostipes caccae,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Anaerostipes caccae,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Anaerostipes caccae,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella michiganensis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella michiganensis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella michiganensis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Klebsiella michiganensis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium fabrum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium fabrum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium fabrum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Agrobacterium fabrum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Mycobacterium tuberculosis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Mycobacterium tuberculosis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Mycobacterium tuberculosis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Mycobacterium tuberculosis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactococcus lactis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactococcus lactis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactococcus lactis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactococcus lactis,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactobacillus helveticus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactobacillus helveticus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactobacillus helveticus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Lactobacillus helveticus,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Cutibacterium acnes,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Cutibacterium acnes,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Cutibacterium acnes,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Cutibacterium acnes,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Bradyrhizobium elkanii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Bradyrhizobium elkanii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Bradyrhizobium elkanii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Bradyrhizobium elkanii,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Corynebacterium tuberculostearicum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Corynebacterium tuberculostearicum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Corynebacterium tuberculostearicum,0.374532,This study,MG,milk
TG_ID115_MG_T4_S96,Corynebacterium tuberculostearicum,0.374532,This study,MG,milk
TG_ID115_MG_T6_S98,Clostridium beijerinckii,14.645,This study,MG,milk
TG_ID115_MG_T6_S98,Clostridium beijerinckii,14.645,This study,MG,milk
TG_ID115_MG_T6_S98,Clostridium beijerinckii,14.645,This study,MG,milk
TG_ID115_MG_T6_S98,Clostridium beijerinckii,14.645,This study,MG,milk
TG_ID115_ML_T1_S122,Klebsiella grimontii,47.4974,This study,ML,milk
TG_ID115_ML_T1_S122,Klebsiella grimontii,47.4974,This study,ML,milk
TG_ID115_ML_T1_S122,Klebsiella grimontii,47.4974,This study,ML,milk
TG_ID115_ML_T1_S122,Klebsiella grimontii,47.4974,This study,ML,milk
TG_ID115_ML_T2_S123,Klebsiella grimontii,44.803,This study,ML,milk
TG_ID115_ML_T2_S123,Klebsiella grimontii,44.803,This study,ML,milk
TG_ID115_ML_T2_S123,Klebsiella grimontii,44.803,This study,ML,milk
TG_ID115_ML_T2_S123,Klebsiella grimontii,44.803,This study,ML,milk
TG_ID115_ML_T3_S124,Klebsiella grimontii,47.0181,This study,ML,milk
TG_ID115_ML_T3_S124,Klebsiella grimontii,47.0181,This study,ML,milk
TG_ID115_ML_T3_S124,Klebsiella grimontii,47.0181,This study,ML,milk
TG_ID115_ML_T3_S124,Klebsiella grimontii,47.0181,This study,ML,milk
TG_ID115_ML_T4_S125,Pseudomonas putida,10.0968,This study,ML,milk
TG_ID115_ML_T4_S125,Pseudomonas putida,10.0968,This study,ML,milk
TG_ID115_ML_T4_S125,Pseudomonas putida,10.0968,This study,ML,milk
TG_ID115_ML_T4_S125,Pseudomonas putida,10.0968,This study,ML,milk
TG_ID115_ML_T5_S126,Leuconostoc mesenteroides,21.0112,This study,ML,milk
TG_ID115_ML_T5_S126,Leuconostoc mesenteroides,21.0112,This study,ML,milk
TG_ID115_ML_T5_S126,Leuconostoc mesenteroides,21.0112,This study,ML,milk
TG_ID115_ML_T5_S126,Leuconostoc mesenteroides,21.0112,This study,ML,milk
TG_ID115_ML_T6_S127,Leuconostoc mesenteroides,24.2368,This study,ML,milk
TG_ID115_ML_T6_S127,Leuconostoc mesenteroides,24.2368,This study,ML,milk
TG_ID115_ML_T6_S127,Leuconostoc mesenteroides,24.2368,This study,ML,milk
TG_ID115_ML_T6_S127,Leuconostoc mesenteroides,24.2368,This study,ML,milk
TG_ID124_MG_T2_S7,Lactobacillus kefiranofaciens,13.3321,This study,MG,milk
TG_ID124_MG_T2_S7,Lactobacillus kefiranofaciens,13.3321,This study,MG,milk
TG_ID124_MG_T2_S7,Lactobacillus kefiranofaciens,13.3321,This study,MG,milk
TG_ID124_MG_T2_S7,Lactobacillus kefiranofaciens,13.3321,This study,MG,milk
TG_ID124_MG_T5_S138,Lactobacillus kefiranofaciens,37.868,This study,MG,milk
TG_ID124_MG_T5_S138,Lactobacillus kefiranofaciens,37.868,This study,MG,milk
TG_ID124_MG_T5_S138,Lactobacillus kefiranofaciens,37.868,This study,MG,milk
TG_ID124_MG_T5_S138,Lactobacillus kefiranofaciens,37.868,This study,MG,milk
TG_ID124_MG_T6_S101,Lactobacillus kefiranofaciens,43.3163,This study,MG,milk
TG_ID124_MG_T6_S101,Lactobacillus kefiranofaciens,43.3163,This study,MG,milk
TG_ID124_MG_T6_S101,Lactobacillus kefiranofaciens,43.3163,This study,MG,milk
TG_ID124_MG_T6_S101,Lactobacillus kefiranofaciens,43.3163,This study,MG,milk
TG_ID124_ML_T1_S8,Lactococcus cremoris,52.7366,This study,ML,milk
TG_ID124_ML_T1_S8,Lactococcus cremoris,52.7366,This study,ML,milk
TG_ID124_ML_T1_S8,Lactococcus cremoris,52.7366,This study,ML,milk
TG_ID124_ML_T1_S8,Lactococcus cremoris,52.7366,This study,ML,milk
TG_ID124_ML_T2_S159,Lactobacillus kefiranofaciens,11.4499,This study,ML,milk
TG_ID124_ML_T2_S159,Lactobacillus kefiranofaciens,11.4499,This study,ML,milk
TG_ID124_ML_T2_S159,Lactobacillus kefiranofaciens,11.4499,This study,ML,milk
TG_ID124_ML_T2_S159,Lactobacillus kefiranofaciens,11.4499,This study,ML,milk
TG_ID124_ML_T3_S160,Lactobacillus kefiranofaciens,17.3185,This study,ML,milk
TG_ID124_ML_T3_S160,Lactobacillus kefiranofaciens,17.3185,This study,ML,milk
TG_ID124_ML_T3_S160,Lactobacillus kefiranofaciens,17.3185,This study,ML,milk
TG_ID124_ML_T3_S160,Lactobacillus kefiranofaciens,17.3185,This study,ML,milk
TG_ID124_ML_T5_S161,Lactobacillus kefiranofaciens,29.0385,This study,ML,milk
TG_ID124_ML_T5_S161,Lactobacillus kefiranofaciens,29.0385,This study,ML,milk
TG_ID124_ML_T5_S161,Lactobacillus kefiranofaciens,29.0385,This study,ML,milk
TG_ID124_ML_T5_S161,Lactobacillus kefiranofaciens,29.0385,This study,ML,milk
TG_ID124_ML_T6_S119,Hafnia paralvei,18.2379,This study,ML,milk
TG_ID124_ML_T6_S119,Hafnia paralvei,18.2379,This study,ML,milk
TG_ID124_ML_T6_S119,Hafnia paralvei,18.2379,This study,ML,milk
TG_ID124_ML_T6_S119,Hafnia paralvei,18.2379,This study,ML,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T1_S178,Lactobacillus kefiranofaciens,24.5485,This study,MG,milk
TG_ID125_MG_T4_S11,Lentilactobacillus kefiri,30.2658,This study,MG,milk
TG_ID125_MG_T4_S11,Lentilactobacillus kefiri,30.2658,This study,MG,milk
TG_ID125_MG_T4_S11,Lentilactobacillus kefiri,30.2658,This study,MG,milk
TG_ID125_MG_T4_S11,Lentilactobacillus kefiri,30.2658,This study,MG,milk
TG_ID125_MG_T5_S102,Lactobacillus kefiranofaciens,36.9918,This study,MG,milk
TG_ID125_MG_T5_S102,Lactobacillus kefiranofaciens,36.9918,This study,MG,milk
TG_ID125_MG_T5_S102,Lactobacillus kefiranofaciens,36.9918,This study,MG,milk
TG_ID125_MG_T5_S102,Lactobacillus kefiranofaciens,36.9918,This study,MG,milk
TG_ID125_MG_T6_S103,Lactobacillus kefiranofaciens,24.9254,This study,MG,milk
TG_ID125_MG_T6_S103,Lactobacillus kefiranofaciens,24.9254,This study,MG,milk
TG_ID125_MG_T6_S103,Lactobacillus kefiranofaciens,24.9254,This study,MG,milk
TG_ID125_MG_T6_S103,Lactobacillus kefiranofaciens,24.9254,This study,MG,milk
TG_ID125_ML_T1_S162,Klebsiella grimontii,15.1821,This study,ML,milk
TG_ID125_ML_T1_S162,Klebsiella grimontii,15.1821,This study,ML,milk
TG_ID125_ML_T1_S162,Klebsiella grimontii,15.1821,This study,ML,milk
TG_ID125_ML_T1_S162,Klebsiella grimontii,15.1821,This study,ML,milk
TG_ID125_ML_T4_S12,Lactococcus lactis,56.055,This study,ML,milk
TG_ID125_ML_T4_S12,Lactococcus lactis,56.055,This study,ML,milk
TG_ID125_ML_T4_S12,Lactococcus lactis,56.055,This study,ML,milk
TG_ID125_ML_T4_S12,Lactococcus lactis,56.055,This study,ML,milk
TG_ID125_ML_T5_S120,Lactobacillus helveticus,26.2873,This study,ML,milk
TG_ID125_ML_T5_S120,Lactobacillus helveticus,26.2873,This study,ML,milk
TG_ID125_ML_T5_S120,Lactobacillus helveticus,26.2873,This study,ML,milk
TG_ID125_ML_T5_S120,Lactobacillus helveticus,26.2873,This study,ML,milk
TG_LO_MLC_S119,Leuconostoc mesenteroides,15.2646,This study,ML,milk
TG_LO_MLC_S119,Leuconostoc mesenteroides,15.2646,This study,ML,milk
TG_LO_MLC_S119,Leuconostoc mesenteroides,15.2646,This study,ML,milk
TG_LO_MLC_S119,Leuconostoc mesenteroides,15.2646,This study,ML,milk
TG_LO_MLC_S119,Leuconostoc mesenteroides,15.2646,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AE_S1,Acinetobacter sp. TTH0-4,31.1578,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_LO_T1_ML_0AN_S49,Acinetobacter sp. TTH0-4,39.6814,This study,ML,milk
TG_SK_MLC_S131,Pseudomonas lundensis,1.88493,This study,ML,milk
TG_SK_MLC_S131,Pseudomonas lundensis,1.88493,This study,ML,milk
TG_SK_MLC_S131,Pseudomonas lundensis,1.88493,This study,ML,milk
TG_SK_MLC_S131,Pseudomonas lundensis,1.88493,This study,ML,milk
TG_SK_MLC_S131,Pseudomonas lundensis,1.88493,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_MLC2_S191,Pseudomonas lundensis,1.55834,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AE_S13,Macrococcus caseolyticus,62.77,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T1_ML_0AN_S61,Macrococcus caseolyticus,47.0149,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AE_S73,Streptococcus parauberis,27.9698,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
TG_SK_T2_ML_0AN_S2,Lactococcus lactis,58.7852,This study,ML,milk
U_2_10_S59,Lactococcus cremoris,51.9986,NA,NA,milk
U_2_11_S60,Lactococcus lactis,56.7013,NA,NA,milk
U_2_12_S61,Lactococcus lactis,38.6274,NA,NA,milk
U_2_7_S56,Lactococcus cremoris,28.5374,NA,NA,milk
U_2_8_S57,Lactococcus cremoris,49.6488,NA,NA,milk
U_2_9_S58,Lactococcus cremoris,52.5306,NA,NA,milk
V1_S62,Lactococcus lactis,52.6745,Walsh et al 2023,ML,milk
V10_S71,Lactococcus lactis,54.4119,Walsh et al 2023,ML,milk
V11_S72,Lactobacillus kefiranofaciens,23.8117,Walsh et al 2023,ML,milk
V12_S73,Lactococcus lactis,47.4533,Walsh et al 2023,ML,milk
V2_S63,Lactococcus lactis,55.5703,Walsh et al 2023,ML,milk
V3_S64,Acinetobacter sp. TTH0-4,19.6179,Walsh et al 2023,ML,milk
V4_S65,Acinetobacter sp. TTH0-4,31.154,Walsh et al 2023,ML,milk
V5_S66,Lactococcus lactis,57.4321,Walsh et al 2023,ML,milk
V6_S67,Lactococcus lactis,52.9331,Walsh et al 2023,ML,milk
V7_S68,Lactococcus lactis,31.5792,Walsh et al 2023,ML,milk
V8_S69,Lactococcus lactis,44.2523,Walsh et al 2023,ML,milk
V9_S70,Lactococcus lactis,50.3799,Walsh et al 2023,ML,milk
W1_S74,Lactococcus lactis,56.0179,Walsh et al 2023,ML,milk
W10_S83,Lactococcus lactis,57.9978,Walsh et al 2023,ML,milk
W2_S75,Lactococcus lactis,53.485,Walsh et al 2023,ML,milk
W3_S76,Lactococcus lactis,34.6423,Walsh et al 2023,ML,milk
W4_S77,Lactococcus lactis,49.3807,Walsh et al 2023,ML,milk
W5_S78,Lactococcus lactis,57.4057,Walsh et al 2023,ML,milk
W6_S79,Lactococcus lactis,57.9714,Walsh et al 2023,ML,milk
W7_S80,Lactococcus lactis,56.5143,Walsh et al 2023,ML,milk
W8_S81,Lactococcus lactis,31.8234,Walsh et al 2023,ML,milk
W9_S82,Lactococcus lactis,56.3286,Walsh et al 2023,ML,milk
WK001_1_L_08h_01F1_S25,Leuconostoc pseudomesenteroides,26.3962,Mortensen et al 2023,WL,water
WK001_1_L_48h_01F2_S26,Leuconostoc pseudomesenteroides,18.3653,Mortensen et al 2023,WL,water
WK001_2_G_48h_01C4_S1,Lacticaseibacillus paracasei,10.9198,Mortensen et al 2023,WG,water
WK001_2_L_08h_01F3_S27,Leuconostoc pseudomesenteroides,18.967,Mortensen et al 2023,WL,water
WK001_2_L_48h_01F4_S28,Leuconostoc pseudomesenteroides,20.6919,Mortensen et al 2023,WL,water
WK001T_1_G_00h_05I5_S129,Lentilactobacillus hilgardii,15.5701,Mortensen et al 2023,WG,water
WK001T_1_L_00h_05D3_S82,Lacticaseibacillus paracasei,29.1406,Mortensen et al 2023,WL,water
WK001T_1_L_02h_05D7_S86,Lacticaseibacillus paracasei,22.6853,Mortensen et al 2023,WL,water
WK001T_1_L_04h_05E2_S90,Lacticaseibacillus paracasei,30.8712,Mortensen et al 2023,WL,water
WK001T_1_L_08h_05E6_S94,Lacticaseibacillus paracasei,22.8667,Mortensen et al 2023,WL,water
WK001T_1_L_16h_05F1_S98,Lacticaseibacillus paracasei,14.7527,Mortensen et al 2023,WL,water
WK001T_1_L_48h_05F9_S106,Lacticaseibacillus paracasei,9.50157,Mortensen et al 2023,WL,water
WK001T_2_G_00h_05I6_S130,Lentilactobacillus hilgardii,14.6379,Mortensen et al 2023,WG,water
WK001T_2_L_00h_05D4_S83,Lacticaseibacillus paracasei,27.9586,Mortensen et al 2023,WL,water
WK001T_2_L_02h_05D8_S87,Lacticaseibacillus paracasei,22.9977,Mortensen et al 2023,WL,water
WK001T_2_L_04h_05E3_S91,Lacticaseibacillus paracasei,29.1767,Mortensen et al 2023,WL,water
WK001T_2_L_08h_05E7_S95,Lacticaseibacillus paracasei,21.8164,Mortensen et al 2023,WL,water
WK001T_2_L_16h_05F2_S99,Leuconostoc pseudomesenteroides,14.7039,Mortensen et al 2023,WL,water
WK001T_2_L_48h_05G1_S107,Lacticaseibacillus paracasei,9.12599,Mortensen et al 2023,WL,water
WK002_1_L_08h_01F5_S29,Leuconostoc pseudomesenteroides,3.5329,Mortensen et al 2023,WL,water
WK002_1_L_48h_01F6_S30,Gluconobacter oxydans,4.87481,Mortensen et al 2023,WL,water
WK002_2_G_48h_01C5_S1,Zymomonas mobilis,6.45539,Mortensen et al 2023,WG,water
WK002_2_G_48h_01C5_S133,Zymomonas mobilis,6.44597,Mortensen et al 2023,WG,water
WK002_2_G_48h_01C5_S2,Zymomonas mobilis,6.4538,Mortensen et al 2023,WG,water
WK002_2_L_08h_01F7_S31,Zymomonas mobilis,3.16109,Mortensen et al 2023,WL,water
WK002_2_L_48h_01F8_S32,Zymomonas mobilis,5.88429,Mortensen et al 2023,WL,water
WK003_1_L_08h_01F9_S33,Leuconostoc pseudomesenteroides,14.8318,Mortensen et al 2023,WL,water
WK003_1_L_48h_01G1_S34,Leuconostoc pseudomesenteroides,19.8906,Mortensen et al 2023,WL,water
WK003_2_G_48h_01C6_S3,Saccharomyces cerevisiae,2.07341,Mortensen et al 2023,WG,water
WK003_2_L_08h_01G2_S35,Leuconostoc pseudomesenteroides,8.57246,Mortensen et al 2023,WL,water
WK003_2_L_48h_01G3_S36,Leuconostoc pseudomesenteroides,8.2322,Mortensen et al 2023,WL,water
WK004_1_L_08h_01G4_S37,Lacticaseibacillus paracasei,13.8887,Mortensen et al 2023,WL,water
WK004_1_L_48h_01G5_S38,Lacticaseibacillus paracasei,9.28392,Mortensen et al 2023,WL,water
WK004_2_G_48h_01C7_S4,Lacticaseibacillus paracasei,6.99465,Mortensen et al 2023,WG,water
WK004_2_L_08h_01G6_S39,Lacticaseibacillus paracasei,8.7816,Mortensen et al 2023,WL,water
WK004_2_L_48h_01G7_S40,Lacticaseibacillus paracasei,6.7522,Mortensen et al 2023,WL,water
WK005_1_L_08h_01G8_S41,Lacticaseibacillus paracasei,32.1877,Mortensen et al 2023,WL,water
WK005_1_L_48h_01G9_S42,Lacticaseibacillus paracasei,25.2548,Mortensen et al 2023,WL,water
WK005_2_G_48h_01C8_S5,Lacticaseibacillus paracasei,18.2442,Mortensen et al 2023,WG,water
WK005_2_L_08h_01H1_S43,Lacticaseibacillus paracasei,31.8746,Mortensen et al 2023,WL,water
WK005_2_L_48h_01H2_S44,Lacticaseibacillus paracasei,21.4052,Mortensen et al 2023,WL,water
WK006_1_L_08h_01H3_S45,Lacticaseibacillus paracasei,13.4119,Mortensen et al 2023,WL,water
WK006_1_L_48h_01H4_S46,Lacticaseibacillus paracasei,14.7585,Mortensen et al 2023,WL,water
WK006_2_G_48h_01C9_S6,Lacticaseibacillus paracasei,9.39653,Mortensen et al 2023,WG,water
WK006_2_L_08h_01H5_S47,Lacticaseibacillus paracasei,11.6202,Mortensen et al 2023,WL,water
WK006_2_L_48h_01H6_S48,Lacticaseibacillus paracasei,12.4882,Mortensen et al 2023,WL,water
WK007_1_L_08h_01H7_S49,Lacticaseibacillus paracasei,12.348,Mortensen et al 2023,WL,water
WK007_1_L_48h_01H8_S50,Lacticaseibacillus paracasei,8.86536,Mortensen et al 2023,WL,water
WK007_2_G_48h_01D1_S7,Lacticaseibacillus paracasei,10.2748,Mortensen et al 2023,WG,water
WK007_2_L_08h_01H9_S51,Lacticaseibacillus paracasei,8.10516,Mortensen et al 2023,WL,water
WK007_2_L_48h_01I1_S52,Lacticaseibacillus paracasei,6.76763,Mortensen et al 2023,WL,water
WK008_1_L_08h_01I2_S53,Paenibacillus polymyxa,29.6486,Mortensen et al 2023,WL,water
WK008_1_L_48h_01I3_S54,Paenibacillus polymyxa,18.1964,Mortensen et al 2023,WL,water
WK008_2_G_48h_01D2_S8,Paenibacillus polymyxa,32.6529,Mortensen et al 2023,WG,water
WK008_2_L_08h_01I4_S55,Paenibacillus polymyxa,27.77,Mortensen et al 2023,WL,water
WK008_2_L_48h_01I5_S56,Paenibacillus polymyxa,6.52238,Mortensen et al 2023,WL,water
WK009_1_L_08h_01I6_S57,Leuconostoc mesenteroides,26.919,Mortensen et al 2023,WL,water
WK009_1_L_48h_01I7_S58,Leuconostoc mesenteroides,30.8932,Mortensen et al 2023,WL,water
WK009_2_G_48h_01D3_S9,Leuconostoc mesenteroides,14.6467,Mortensen et al 2023,WG,water
WK009_2_L_08h_01I8_S59,Leuconostoc mesenteroides,34.1715,Mortensen et al 2023,WL,water
WK009_2_L_48h_01I9_S60,Leuconostoc mesenteroides,31.4791,Mortensen et al 2023,WL,water
WK010_1_L_08h_02A1_S61,Zymomonas mobilis,20.7953,Mortensen et al 2023,WL,water
WK010_1_L_48h_02A2_S62,Zymomonas mobilis,14.6134,Mortensen et al 2023,WL,water
WK010_2_G_48h_01D4_S10,Zymomonas mobilis,16.2441,Mortensen et al 2023,WG,water
WK010_2_L_08h_02A3_S63,Zymomonas mobilis,20.2976,Mortensen et al 2023,WL,water
WK010_2_L_48h_02A4_S64,Zymomonas mobilis,14.0353,Mortensen et al 2023,WL,water
WK011_1_L_08h_02A5_S65,Lacticaseibacillus paracasei,18.0895,Mortensen et al 2023,WL,water
WK011_1_L_48h_02A6_S66,Leuconostoc mesenteroides,17.3313,Mortensen et al 2023,WL,water
