genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
TG_ID090_WG_T1_S331_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID090_WG_T3_S136_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID090_WG_T5_S90_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WG_T1_S343_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WG_T4_S17_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WG_T5_S82_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WG_T6_S80_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WL_T2_S172_metawrap_bin_reassembly_original_bins_bin.1.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID092_WL_T3_S70_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID093_WG_T2_S164_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID093_WL_T1_S171_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID096_WG_T1_S56_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID097_WG_T1_S129_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID097_WG_T3_S165_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID097_WG_T4_S31_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID097_WL_T2_S153_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID097_WL_T5_S9_metawrap_bin_reassembly_original_bins_bin.5.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID103_WG_T1_S67_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID103_WG_T2_S134_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID103_WG_T3_S69_metawrap_bin_reassembly_original_bins_bin.1.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID103_WG_T4_S79_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID103_WG_T5_S18_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID107_WG_T4_S106_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID107_WG_T5_S107_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID107_WG_T6_S108_metawrap_bin_reassembly_original_bins_bin.8.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WG_T1_S166_metawrap_bin_reassembly_original_bins_bin.8.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WG_T2_S167_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WG_T3_S20_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WG_T4_S21_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WG_T5_S22_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID110_WL_T6_S117_metawrap_bin_reassembly_original_bins_bin.1.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID113_WG_T1_S60_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID113_WG_T4_S99_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID113_WL_T3_S73_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID113_WL_T5_S25_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
TG_ID113_WL_T6_S118_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK001T_metawrap_bin_reassembly_original_bins_bin.6.fa,194_1,0.010000000000000009,average,ANImf,194
WK001_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK004_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK006_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK007_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK009_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK010_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK011_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK013_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK014_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK015_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
WK016_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK017_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK018_metawrap_bin_reassembly_reassembled_bins_bin.13.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK021_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK024_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK025_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK026_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK029_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK030_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK033_metawrap_bin_reassembly_reassembled_bins_bin.11.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK034_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK036_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK037_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK048_metawrap_bin_reassembly_original_bins_bin.1.fa,194_1,0.010000000000000009,average,ANImf,194
WK050_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK053_metawrap_bin_reassembly_original_bins_bin.7.fa,194_1,0.010000000000000009,average,ANImf,194
WK054_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK055_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK056_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK057_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK059_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK060_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK062_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_AP_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.15.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_AP_T2_merged_0AE_metawrap_bin_reassembly_original_bins_bin.1.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_AP_T2_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_BR_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_BR_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_BR_T2_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_BR_T2_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FG_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.14.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FG_T1_merged_0AN_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FG_T2_merged_0AE_metawrap_bin_reassembly_original_bins_bin.8.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FG_T2_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FL_T1_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FL_T1_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FL_T2_merged_0AE_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_FL_T3_merged_0AN_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T3_metawrap_bin_reassembly_original_bins_bin.8.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID056_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID058_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID058_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID058_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID058_merged_T5_metawrap_bin_reassembly_original_bins_bin.8.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID058_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID060_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.12.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID060_merged_T3_metawrap_bin_reassembly_original_bins_bin.9.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID061_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID061_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID061_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID062_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID062_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.15.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID062_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID069_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID070_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID070_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.14.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID070_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.13.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID070_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID070_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.9.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID079_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID079_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID082_merged_T1_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID082_merged_T2_metawrap_bin_reassembly_original_bins_bin.7.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID082_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID083_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID083_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID083_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID083_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID083_merged_T5_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID084_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID085_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID085_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID085_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID085_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID086_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID086_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.19.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID086_merged_T3_metawrap_bin_reassembly_original_bins_bin.9.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID086_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID086_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.17.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID087_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.10.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID087_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID087_merged_T3_metawrap_bin_reassembly_original_bins_bin.6.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID087_merged_T4_metawrap_bin_reassembly_original_bins_bin.7.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID087_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.6.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID088_merged_T1_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID088_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID088_merged_T3_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID088_merged_T4_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID088_merged_T5_metawrap_bin_reassembly_original_bins_bin.7.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID089_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID089_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID089_merged_T3_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID089_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID089_merged_T5_metawrap_bin_reassembly_original_bins_bin.6.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID090_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID090_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID090_merged_T5_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T2_metawrap_bin_reassembly_original_bins_bin.10.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.7.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T5_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID092_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID093_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID093_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID093_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID096_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.8.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID097_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID097_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID097_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID097_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID097_merged_T5_metawrap_bin_reassembly_original_bins_bin.4.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID103_merged_T1_metawrap_bin_reassembly_reassembled_bins_bin.2.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID103_merged_T2_metawrap_bin_reassembly_reassembled_bins_bin.4.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID103_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID103_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID103_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID107_merged_T2_metawrap_bin_reassembly_original_bins_bin.7.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID107_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID107_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID107_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID107_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T1_metawrap_bin_reassembly_original_bins_bin.9.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T2_metawrap_bin_reassembly_original_bins_bin.2.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T3_metawrap_bin_reassembly_original_bins_bin.6.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID110_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID113_merged_T1_metawrap_bin_reassembly_original_bins_bin.3.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID113_merged_T3_metawrap_bin_reassembly_reassembled_bins_bin.7.strict.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID113_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID113_merged_T5_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK_TG_ID113_merged_T6_metawrap_bin_reassembly_reassembled_bins_bin.3.permissive.fa,194_1,0.010000000000000009,average,ANImf,194
WK027_metawrap_bin_reassembly_reassembled_bins_bin.5.strict.fa,194_2,0.010000000000000009,average,ANImf,194
WK046_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,194_3,0.010000000000000009,average,ANImf,194
TG_ID083_WL_T5_S29_metawrap_bin_reassembly_reassembled_bins_bin.4.permissive.fa,195_1,0.010000000000000009,average,ANImf,195
TG_ID092_WG_T6_S80_metawrap_bin_reassembly_original_bins_bin.3.fa,195_1,0.010000000000000009,average,ANImf,195
TG_ID092_WL_T4_S23_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,195_1,0.010000000000000009,average,ANImf,195
TG_ID110_WG_T3_S20_metawrap_bin_reassembly_original_bins_bin.3.fa,195_1,0.010000000000000009,average,ANImf,195
WK043_metawrap_bin_reassembly_reassembled_bins_bin.3.strict.fa,195_1,0.010000000000000009,average,ANImf,195
WK048_metawrap_bin_reassembly_original_bins_bin.11.fa,195_1,0.010000000000000009,average,ANImf,195
WK050_metawrap_bin_reassembly_reassembled_bins_bin.11.strict.fa,195_1,0.010000000000000009,average,ANImf,195
WK055_metawrap_bin_reassembly_reassembled_bins_bin.8.strict.fa,195_1,0.010000000000000009,average,ANImf,195
WK056_metawrap_bin_reassembly_reassembled_bins_bin.10.permissive.fa,195_1,0.010000000000000009,average,ANImf,195
WK063_metawrap_bin_reassembly_reassembled_bins_bin.5.permissive.fa,195_1,0.010000000000000009,average,ANImf,195
WK_TG_ID083_merged_T5_metawrap_bin_reassembly_original_bins_bin.5.fa,195_1,0.010000000000000009,average,ANImf,195
WK_TG_ID092_merged_T4_metawrap_bin_reassembly_reassembled_bins_bin.1.strict.fa,195_1,0.010000000000000009,average,ANImf,195
WK_TG_ID092_merged_T6_metawrap_bin_reassembly_original_bins_bin.2.fa,195_1,0.010000000000000009,average,ANImf,195
WK_TG_ID110_merged_T3_metawrap_bin_reassembly_original_bins_bin.7.fa,195_1,0.010000000000000009,average,ANImf,195
WK013_metawrap_bin_reassembly_original_bins_bin.1.fa,195_2,0.010000000000000009,average,ANImf,195
WK015_metawrap_bin_reassembly_original_bins_bin.10.fa,195_2,0.010000000000000009,average,ANImf,195
WK016_metawrap_bin_reassembly_original_bins_bin.6.fa,195_2,0.010000000000000009,average,ANImf,195
WK003_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,195_3,0.010000000000000009,average,ANImf,195
TG_BR_T1_WL_0AE_S362_metawrap_bin_reassembly_original_bins_bin.11.fa,195_4,0.010000000000000009,average,ANImf,195
TG_FG_T1_WL_0AE_S326_metawrap_bin_reassembly_reassembled_bins_bin.9.permissive.fa,195_4,0.010000000000000009,average,ANImf,195
TG_FL_T1_WL_0AE_S338_metawrap_bin_reassembly_original_bins_bin.7.fa,195_4,0.010000000000000009,average,ANImf,195
TG_ID056_WG_T6_S12_metawrap_bin_reassembly_reassembled_bins_bin.6.permissive.fa,195_4,0.010000000000000009,average,ANImf,195
TG_ID061_WG_T2_S355_metawrap_bin_reassembly_reassembled_bins_bin.2.permissive.fa,195_4,0.010000000000000009,average,ANImf,195
TG_ID079_WG_T2_S128_metawrap_bin_reassembly_reassembled_bins_bin.1.permissive.fa,195_4,0.010000000000000009,average,ANImf,195
