sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
WK069-1-L-48h-05C9_S79,0.000219531,0.000259445,0.000179616,0.000139701,0.00447044,0.000658592,0.000319317,NA,0.000199573,0.00105774,0.00111761,0.000119744,0.000139701,0.000159659,NA,NA,0.000698507,0.000119744,0.000738422,0.00161654,0.000119744,0.000937995,0.000139701,0.000199573,0.000478976,9.97867e-05,1.99573e-05,3.99147e-05,3.99147e-05,NA,0.000419104,NA,0.000199573,3.99147e-05,0.000139701,0.00103778,0.00247471,0.000419104,0.000159659,0.00059872,NA,0.000279403,0.000119744,5.9872e-05,0.000359232,0.000498934,7.98294e-05,0.00125731,0.000339275,0.000558806,9.97867e-05,0.000459019,0.000279403,NA,NA,0.00103778,0.00175625,0.000399147,0.000459019,0.000399147,0.000159659,0.000219531,5.9872e-05,3.99147e-05,0.000339275,0.000159659,5.9872e-05,NA,NA,0.000738422,3.99147e-05,0.000319317,5.9872e-05,0.000439062,0.000139701,0.000179616,0.000139701,NA,0.00089808,7.98294e-05,0.000259445,NA,1.99573e-05,0.000159659,NA,NA,1.99573e-05,1.99573e-05,5.9872e-05,NA,5.9872e-05,1.99573e-05,1.99573e-05,NA,NA,1.99573e-05,3.99147e-05,1.99573e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK069-1-L-08h-05C8_S78,0.000174602,6.54758e-05,2.18253e-05,2.18253e-05,0.00154959,0.000305554,0.000196427,2.18253e-05,NA,0.000130952,0.000327379,NA,2.18253e-05,6.54758e-05,NA,8.73011e-05,0.000327379,0.000305554,0.000676583,0.00200793,0.000130952,0.000720234,4.36505e-05,0.000109126,0.000174602,0.000174602,NA,8.73011e-05,NA,NA,0.000196427,2.18253e-05,4.36505e-05,NA,2.18253e-05,0.000742059,0.00445236,0.000261903,2.18253e-05,0.000523807,NA,NA,NA,0.000196427,0.000152777,0.000240078,NA,0.00144047,0.000392855,0.000305554,0.000174602,0.000436505,4.36505e-05,NA,NA,0.000174602,0.00707139,6.54758e-05,0.000283729,0.000174602,0.000218253,0.000218253,6.54758e-05,4.36505e-05,0.000174602,2.18253e-05,NA,NA,NA,0.000174602,NA,0.000130952,8.73011e-05,0.000327379,6.54758e-05,NA,8.73011e-05,0.000109126,0.000611108,0.000240078,0.000130952,NA,4.36505e-05,NA,NA,0.000109126,4.36505e-05,NA,0.000523807,0.000130952,0.000218253,2.18253e-05,2.18253e-05,NA,2.18253e-05,NA,NA,NA,2.18253e-05,2.18253e-05,2.18253e-05,2.18253e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK068-2-L-48h-05C7_S77,2.5728e-05,NA,NA,NA,0.000360192,0.000694656,NA,NA,NA,2.5728e-05,0.000360192,NA,2.5728e-05,0.000102912,NA,2.5728e-05,NA,NA,2.5728e-05,7.7184e-05,2.5728e-05,0.000231552,NA,5.1456e-05,NA,2.5728e-05,NA,NA,NA,2.5728e-05,NA,NA,NA,NA,NA,0.00025728,0.00475968,5.1456e-05,NA,2.5728e-05,NA,2.5728e-05,NA,NA,NA,NA,NA,0.000283008,NA,5.1456e-05,NA,0.000308736,2.5728e-05,NA,NA,0.000180096,2.5728e-05,NA,2.5728e-05,2.5728e-05,NA,NA,NA,NA,5.1456e-05,2.5728e-05,NA,NA,NA,5.1456e-05,NA,7.7184e-05,NA,2.5728e-05,NA,NA,NA,NA,0.000360192,7.7184e-05,NA,NA,NA,0.000360192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5728e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK068-2-L-08h-05C6_S76,NA,NA,NA,2.36241e-05,9.44964e-05,9.44964e-05,7.08723e-05,NA,NA,2.36241e-05,4.72482e-05,NA,2.36241e-05,NA,NA,NA,NA,NA,NA,2.36241e-05,9.44964e-05,9.44964e-05,NA,4.72482e-05,NA,NA,NA,4.72482e-05,NA,NA,2.36241e-05,NA,NA,NA,NA,0.00011812,0.00555166,7.08723e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000236241,NA,7.08723e-05,4.72482e-05,2.36241e-05,NA,NA,NA,4.72482e-05,2.36241e-05,NA,NA,2.36241e-05,NA,7.08723e-05,NA,NA,NA,NA,NA,NA,NA,4.72482e-05,NA,NA,NA,NA,NA,NA,2.36241e-05,NA,0.000708723,4.72482e-05,NA,NA,NA,2.36241e-05,NA,NA,4.72482e-05,NA,NA,NA,2.36241e-05,NA,NA,NA,NA,NA,2.36241e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK068-2-G-48h-05I3_S127,0.000342022,NA,NA,2.28015e-05,0.00107167,0.00015961,6.84044e-05,NA,2.28015e-05,2.28015e-05,0.000114007,NA,2.28015e-05,NA,NA,0.000570037,6.84044e-05,NA,6.84044e-05,0.000205213,0.000136809,0.00093486,NA,6.84044e-05,2.28015e-05,6.84044e-05,NA,2.28015e-05,NA,NA,0.000182412,NA,NA,NA,4.56029e-05,0.00061564,0.00581437,0.000273618,2.28015e-05,6.84044e-05,NA,NA,NA,NA,6.84044e-05,0.000228015,NA,0.000592838,0.000182412,0.000228015,0.000273618,0.000319221,4.56029e-05,NA,NA,0.000205213,0.000205213,NA,2.28015e-05,0.000114007,9.12059e-05,0.000228015,NA,NA,2.28015e-05,NA,NA,NA,2.28015e-05,9.12059e-05,NA,NA,NA,4.56029e-05,NA,6.84044e-05,NA,NA,0.000798051,0.000205213,2.28015e-05,NA,NA,2.28015e-05,NA,NA,NA,NA,0.000114007,2.28015e-05,0.00120848,NA,NA,NA,0.000296419,NA,6.84044e-05,NA,NA,NA,NA,NA,9.12059e-05,4.56029e-05,4.56029e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK068-1-L-48h-05C5_S75,4.47577e-05,NA,NA,NA,0.000313304,0.000514714,NA,NA,NA,0.000134273,0.000268546,NA,2.23789e-05,NA,NA,2.23789e-05,8.95154e-05,NA,6.71366e-05,2.23789e-05,8.95154e-05,0.000268546,NA,2.23789e-05,2.23789e-05,NA,2.23789e-05,NA,NA,NA,2.23789e-05,NA,2.23789e-05,2.23789e-05,NA,0.000313304,0.00525903,2.23789e-05,4.47577e-05,NA,NA,NA,NA,NA,NA,2.23789e-05,NA,0.000268546,2.23789e-05,2.23789e-05,4.47577e-05,0.000156652,NA,NA,NA,0.000156652,4.47577e-05,NA,2.23789e-05,4.47577e-05,4.47577e-05,4.47577e-05,NA,NA,2.23789e-05,4.47577e-05,NA,NA,2.23789e-05,2.23789e-05,NA,4.47577e-05,NA,NA,NA,NA,4.47577e-05,NA,0.000693744,6.71366e-05,NA,NA,2.23789e-05,0.000380441,NA,NA,NA,NA,NA,2.23789e-05,NA,NA,NA,NA,2.23789e-05,NA,NA,NA,NA,NA,NA,NA,4.47577e-05,NA,2.23789e-05,2.23789e-05,2.23789e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK068-1-L-08h-05C4_S74,NA,NA,NA,NA,0.000203567,5.08918e-05,2.54459e-05,NA,NA,2.54459e-05,NA,NA,NA,2.54459e-05,NA,NA,2.54459e-05,NA,2.54459e-05,NA,7.63376e-05,0.000127229,NA,7.63376e-05,NA,NA,NA,5.08918e-05,NA,NA,NA,NA,NA,NA,NA,0.000101784,0.00552175,0.000152675,NA,2.54459e-05,NA,NA,NA,2.54459e-05,NA,NA,NA,0.000152675,NA,NA,NA,7.63376e-05,NA,NA,NA,2.54459e-05,NA,NA,2.54459e-05,2.54459e-05,NA,2.54459e-05,NA,NA,2.54459e-05,NA,NA,NA,2.54459e-05,2.54459e-05,NA,NA,NA,2.54459e-05,NA,2.54459e-05,NA,NA,0.000661593,5.08918e-05,NA,NA,NA,NA,NA,NA,NA,NA,2.54459e-05,2.54459e-05,NA,NA,NA,NA,2.54459e-05,NA,NA,NA,NA,NA,NA,NA,NA,2.54459e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK067-2-L-48h-05C3_S73,0.00103726,NA,0.000801516,1.67526,0.00737866,0.00035361,4.7148e-05,NA,0.00412545,0.00169733,0.00233383,0.000400758,NA,2.3574e-05,NA,NA,0.00266386,7.0722e-05,2.3574e-05,9.4296e-05,0.00898169,0.000306462,0.000424332,NA,9.4296e-05,0.000282888,NA,2.3574e-05,9.4296e-05,0.000165018,NA,NA,0.00011787,7.0722e-05,NA,0.000424332,0.000400758,0.000400758,NA,NA,2.3574e-05,0.00023574,NA,2.3574e-05,NA,NA,NA,0.00094296,NA,NA,4.7148e-05,NA,0.00671859,NA,NA,0.00148516,0.00011787,4.7148e-05,0.000377184,0.000282888,NA,0.000188592,2.3574e-05,NA,NA,0.000141444,NA,2.3574e-05,0.0010844,0.000777942,NA,0.000141444,NA,NA,0.00259314,0.000424332,4.7148e-05,NA,0.000872238,9.4296e-05,0.000259314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000212166,NA,4.7148e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3574e-05,0.000683646,0.000165018,0.000165018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK067-2-L-08h-05C2_S72,0.00142792,NA,0.000340995,2.53557,0.00400669,2.13122e-05,NA,NA,0.00294108,0.000255746,0.000809863,0.000170497,2.13122e-05,NA,NA,6.39366e-05,0.00722483,6.39366e-05,2.13122e-05,4.26244e-05,0.00635103,2.13122e-05,NA,NA,8.52487e-05,NA,4.26244e-05,NA,6.39366e-05,8.52487e-05,2.13122e-05,NA,0.000127873,NA,NA,0.000170497,0.000554117,NA,NA,NA,8.52487e-05,0.000106561,NA,2.13122e-05,NA,4.26244e-05,NA,0.000127873,NA,NA,NA,NA,0.00924949,NA,NA,0.000362307,4.26244e-05,2.13122e-05,NA,NA,NA,6.39366e-05,0.000127873,NA,NA,0.000106561,NA,NA,0.000596741,NA,NA,NA,NA,NA,0.00144923,NA,NA,2.13122e-05,0.00049018,NA,2.13122e-05,NA,NA,NA,NA,NA,NA,NA,2.13122e-05,2.13122e-05,6.39366e-05,NA,0.000170497,NA,NA,NA,4.26244e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000404932,0.000213122,0.000127873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK067-2-G-48h-05I2_S126,0.00101947,6.64874e-05,0.00288112,2.01421,0.00735794,8.86498e-05,4.43249e-05,NA,0.0174419,0.0024822,0.00347951,0.000820011,2.21625e-05,NA,NA,0.000820011,0.148378,0.000221625,2.21625e-05,8.86498e-05,0.0379421,0.000354599,6.64874e-05,2.21625e-05,0.000132975,2.21625e-05,0.00026595,NA,0.000421087,0.000199462,NA,NA,0.000310274,2.21625e-05,NA,0.000155137,0.00132975,2.21625e-05,NA,NA,0.000155137,0.00026595,2.21625e-05,NA,NA,4.43249e-05,NA,0.000576224,2.21625e-05,2.21625e-05,4.43249e-05,2.21625e-05,0.00381194,NA,NA,0.00188381,0.0001773,6.64874e-05,8.86498e-05,0.000155137,NA,0.000243787,0.000687036,NA,NA,0.0014184,NA,NA,0.00376762,0.000243787,NA,NA,NA,6.64874e-05,0.0105715,NA,2.21625e-05,NA,0.00226057,2.21625e-05,2.21625e-05,NA,NA,2.21625e-05,2.21625e-05,8.86498e-05,2.21625e-05,NA,6.64874e-05,4.43249e-05,0.00130759,NA,0.000731361,NA,8.86498e-05,NA,6.64874e-05,NA,NA,NA,NA,0.000199462,NA,NA,NA,NA,NA,NA,0.00221625,6.64874e-05,0.000797849,4.43249e-05,2.21625e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK067-1-L-48h-05C1_S71,0.00168274,2.00327e-05,0.00052085,2.24767,0.00683114,0.000100163,2.00327e-05,NA,0.0031251,0.00090147,0.00172281,0.00030049,2.00327e-05,8.01307e-05,NA,2.00327e-05,0.00693131,6.0098e-05,4.00654e-05,8.01307e-05,0.00793294,0.000120196,0.000140229,NA,0.000100163,0.000200327,0.000140229,NA,0.000140229,6.0098e-05,2.00327e-05,NA,0.000120196,NA,NA,0.000120196,0.000420686,0.000200327,NA,2.00327e-05,6.0098e-05,0.000120196,NA,2.00327e-05,2.00327e-05,NA,NA,0.000440719,2.00327e-05,NA,NA,4.00654e-05,0.00945542,NA,NA,0.000761242,0.000140229,6.0098e-05,0.000140229,0.000180294,NA,6.0098e-05,8.01307e-05,NA,2.00327e-05,0.000200327,NA,2.00327e-05,0.000801307,0.000260425,NA,6.0098e-05,NA,2.00327e-05,0.00200327,0.000160261,4.00654e-05,NA,0.000861405,6.0098e-05,6.0098e-05,NA,NA,2.00327e-05,NA,2.00327e-05,2.00327e-05,NA,NA,2.00327e-05,2.00327e-05,2.00327e-05,0.000160261,NA,2.00327e-05,NA,NA,NA,NA,NA,NA,2.00327e-05,NA,NA,NA,NA,NA,NA,0.000460752,4.00654e-05,0.000140229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK067-1-L-08h-05B9_S70,0.00170484,NA,0.000187117,2.44372,0.00378392,2.07907e-05,NA,NA,0.00114349,0.000249489,0.000374233,4.15815e-05,NA,NA,NA,6.23722e-05,0.017485,NA,NA,NA,0.00316019,NA,4.15815e-05,NA,2.07907e-05,2.07907e-05,2.07907e-05,NA,2.07907e-05,NA,NA,NA,NA,NA,NA,4.15815e-05,0.000769257,2.07907e-05,NA,NA,NA,6.23722e-05,NA,NA,NA,2.07907e-05,NA,0.000124744,NA,NA,4.15815e-05,NA,0.00925188,NA,NA,0.000124744,2.07907e-05,NA,2.07907e-05,NA,NA,NA,2.07907e-05,NA,NA,0.000103954,NA,NA,0.000249489,NA,NA,NA,NA,NA,0.00083163,NA,NA,NA,0.00029107,NA,NA,NA,NA,NA,NA,2.07907e-05,NA,NA,NA,NA,0.000103954,NA,2.07907e-05,NA,NA,NA,NA,NA,NA,NA,NA,2.07907e-05,NA,NA,NA,NA,NA,NA,0.000145535,0.000228698,0.000145535,NA,NA,2.07907e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK066-2-L-48h-05B8_S69,0.000233649,0.000129805,0.000233649,0.000649025,0.00576335,0.000778831,0.000441337,NA,7.78831e-05,0.00075287,0.000700947,0.000181727,0.000103844,NA,NA,5.1922e-05,0.000129805,5.1922e-05,0.000726909,0.00114228,0.000337493,0.0024663,0.000285571,0.000155766,0.000467298,0.000467298,NA,0.000103844,2.5961e-05,2.5961e-05,0.000700947,2.5961e-05,2.5961e-05,NA,5.1922e-05,0.00171343,0.00251822,0.000389415,NA,0.000389415,0.000207688,0.000207688,0.000389415,0.00025961,5.1922e-05,0.000311532,NA,0.00358262,0.000389415,0.000155766,5.1922e-05,0.000441337,0.000934597,NA,5.1922e-05,0.000285571,0.000726909,0.000207688,0.000856714,0.000493259,0.000207688,0.000441337,5.1922e-05,NA,0.000103844,0.000181727,NA,NA,5.1922e-05,0.000233649,NA,NA,NA,0.00025961,5.1922e-05,0.000726909,0.000830753,NA,0.00103844,0.000285571,0.000363454,NA,2.5961e-05,NA,5.1922e-05,5.1922e-05,0.00075287,NA,0.00025961,0.000181727,0.000337493,0.000181727,0.000155766,NA,0.000129805,NA,0.000337493,NA,NA,2.5961e-05,NA,2.5961e-05,0.000415376,NA,2.5961e-05,NA,NA,0.000207688,NA,NA,NA,NA,0.000181727,NA,5.1922e-05,2.5961e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK066-2-L-08h-05B7_S68,0.000476863,NA,4.76863e-05,0.000119216,0.00476863,0.00045302,0.000238432,NA,4.76863e-05,0.000262275,0.000691451,0.000166902,0.000119216,2.38432e-05,NA,0.000309961,2.38432e-05,0.000119216,0.000286118,0.000500706,0.000309961,0.00162133,0.000238432,4.76863e-05,0.000357647,0.00045302,NA,2.38432e-05,7.15295e-05,NA,0.000333804,NA,NA,2.38432e-05,NA,0.00135906,0.00269428,0.000190745,NA,0.000238432,0.000262275,0.000119216,0.00038149,7.15295e-05,4.76863e-05,0.000357647,NA,0.00283734,4.76863e-05,7.15295e-05,4.76863e-05,0.000286118,0.000476863,NA,2.38432e-05,0.000262275,0.000262275,2.38432e-05,0.000262275,0.000429177,4.76863e-05,9.53726e-05,NA,NA,4.76863e-05,0.000119216,NA,NA,9.53726e-05,0.000119216,NA,NA,NA,7.15295e-05,2.38432e-05,0.000882197,0.000667608,NA,0.000429177,9.53726e-05,0.00045302,NA,NA,NA,NA,7.15295e-05,0.000619922,NA,0.000166902,0.000166902,0.00083451,0.000119216,4.76863e-05,NA,4.76863e-05,NA,0.000143059,NA,NA,9.53726e-05,NA,2.38432e-05,0.000190745,NA,4.76863e-05,NA,NA,0.000143059,2.38432e-05,NA,NA,NA,9.53726e-05,7.15295e-05,2.38432e-05,NA,4.76863e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK066-2-G-48h-05I1_S125,0.000410931,2.16279e-05,6.48838e-05,0.00259535,0.00560164,0.000324419,0.000367675,NA,0.000151396,0.000756978,0.000583954,0.000346047,0.000324419,0.000259535,NA,0.0108789,0.000216279,6.48838e-05,0.00151396,0.000973257,0.000454187,0.00272512,0.000454187,0.000194651,0.000540698,0.000302791,6.48838e-05,6.48838e-05,2.16279e-05,4.32559e-05,0.00112465,NA,4.32559e-05,NA,4.32559e-05,0.00188163,0.00501768,0.000324419,4.32559e-05,0.000173024,0.000151396,4.32559e-05,0.000259535,6.48838e-05,0.000151396,0.000324419,2.16279e-05,0.00224931,0.000346047,0.000151396,0.000194651,0.000432559,0.000562326,2.16279e-05,4.32559e-05,0.000410931,0.000886746,0.000281163,0.000670466,0.000281163,0.000259535,0.000670466,2.16279e-05,NA,8.65118e-05,0.00010814,NA,NA,8.65118e-05,8.65118e-05,NA,NA,2.16279e-05,0.000346047,NA,0.000454187,0.000454187,NA,0.000930001,0.000324419,0.000367675,NA,4.32559e-05,NA,NA,4.32559e-05,0.000281163,NA,0.000194651,0.000367675,0.0179296,0.000237907,8.65118e-05,NA,0.000432559,NA,0.000324419,NA,NA,2.16279e-05,NA,NA,0.000410931,NA,4.32559e-05,NA,NA,0.000151396,2.16279e-05,NA,NA,NA,0.000129768,2.16279e-05,0.00010814,NA,NA,2.16279e-05,2.16279e-05,2.16279e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
WK066-1-L-48h-05B6_S67,0.000547077,NA,0.000166502,0.000475719,0.0057562,0.0010228,0.000285431,NA,7.13579e-05,0.000356789,0.000666007,0.00023786,9.51438e-05,2.3786e-05,NA,9.51438e-05,0.00011893,4.75719e-05,0.000451933,0.000951438,0.000309217,0.00240238,0.000285431,0.000166502,0.000523291,0.000594649,4.75719e-05,NA,2.3786e-05,2.3786e-05,0.000356789,NA,NA,NA,2.3786e-05,0.0016888,0.00214074,0.000309217,NA,0.000309217,0.000214074,0.000333003,0.000428147,0.00011893,7.13579e-05,0.000333003,NA,0.00333003,9.51438e-05,0.000166502,9.51438e-05,0.000499505,0.000951438,NA,0.00011893,0.000499505,0.000451933,7.13579e-05,0.000451933,0.000428147,0.00011893,0.000214074,NA,NA,9.51438e-05,0.00011893,NA,NA,0.000261645,0.000285431,NA,NA,NA,0.000380575,NA,0.00109415,0.000856294,NA,0.000927652,0.000214074,0.000285431,NA,4.75719e-05,2.3786e-05,NA,0.000142716,0.000523291,NA,0.000261645,0.00023786,0.000214074,9.51438e-05,2.3786e-05,NA,4.75719e-05,NA,0.000404361,NA,NA,4.75719e-05,NA,2.3786e-05,0.000333003,NA,NA,NA,NA,0.000166502,4.75719e-05,NA,NA,NA,0.000142716,NA,4.75719e-05,NA,2.3786e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
